date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:52	62803/62803	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Feb%202021%2023:11:32%20GMT	https://c0.wp.com/p/woocommerce/5.1.0/assets/css/woocommerce.css	C:/aquarius/Aquarius-Spiritus/c0.wp.com/p/woocommerce/5.1.0/assets/css/woocommerce.css	(from https://aquariusspiritus.com/)
22:12:54	107/107	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Mar%202021%2011:23:27%20GMT	https://aquariusspiritus.com/wp-content/plugins/flexible-shipping/vendor_prefixed/wpdesk/wp-wpdesk-fs-table-rate/assets/css/notices.css?ver=4.1.2.234	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/flexible-shipping/vendor_prefixed/wpdesk/wp-wpdesk-fs-table-rate/assets/css/notices02f0.css	(from https://aquariusspiritus.com/)
22:12:55	27204/27204	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Feb%202021%2010:13:54%20GMT	https://aquariusspiritus.com/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.min.css?ver=1.8.2	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.minef6d.css	(from https://aquariusspiritus.com/)
22:12:57	61606/61606	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/xs_main.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/xs_main8a54.css	(from https://aquariusspiritus.com/)
22:12:58	18311/18311	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/blog.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/blog8a54.css	(from https://aquariusspiritus.com/)
22:12:59	75595/75595	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/animate.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/animate8a54.css	(from https://aquariusspiritus.com/)
22:13:02	121266/121266	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/bootstrap.min.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/bootstrap.min8a54.css	(from https://aquariusspiritus.com/)
22:13:02	58001/58001	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/loaders.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/loaders8a54.css	(from https://aquariusspiritus.com/)
22:13:04	8197/8197	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/magnific-popup.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/magnific-popup8a54.css	(from https://aquariusspiritus.com/)
22:13:05	7853/7853	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/owl.carousel.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/owl.carousel8a54.css	(from https://aquariusspiritus.com/)
22:13:06	17216/17216	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/swiper.min.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/swiper.min8a54.css	(from https://aquariusspiritus.com/)
22:13:07	3963/3963	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/pickadate-default.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/pickadate-default8a54.css	(from https://aquariusspiritus.com/)
22:13:09	6341/6341	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:08%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/pickadate-default.date.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/plugins/pickadate-default.date8a54.css	(from https://aquariusspiritus.com/)
22:13:10	42548/42548	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:09%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/icon-font.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/icon-font8a54.css	(from https://aquariusspiritus.com/)
22:13:11	109258/109258	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:09%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/style.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/style8a54.css	(from https://aquariusspiritus.com/)
22:14:32	92225/92225	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202020%2013:23:46%20GMT	http://aquariusspiritus.com/wp-content/uploads/2016/03/portfolio5-xl.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2016/03/portfolio5-xl.jpg	(from https://aquariusspiritus.com/)
22:14:34	32637/32637	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:09%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/responsive.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/responsive8a54.css	(from https://aquariusspiritus.com/)
22:14:43	28099/28099	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2023:47:09%20GMT	https://aquariusspiritus.com/wp-content/themes/getleads/assets/css/gutenberg-custom.css?ver=1.0.0	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/themes/getleads/assets/css/gutenberg-custom8a54.css	(from https://aquariusspiritus.com/)
22:14:45	31000/31000	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Sep%202020%2011:26:04%20GMT	https://aquariusspiritus.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.24	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.minda48.css	(from https://aquariusspiritus.com/)
22:14:50	16187/16187	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Mar%202021%2010:15:32%20GMT	https://aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min.css?ver=1.1.13	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min576c.css	(from https://aquariusspiritus.com/)
22:14:53	7304/7304	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Mar%202021%2010:15:32%20GMT	https://aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.min.css?ver=1.1.13	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.min576c.css	(from https://aquariusspiritus.com/)
22:14:56	3098/3098	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Mar%202021%2010:15:32%20GMT	https://aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min.css?ver=1.1.13	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min576c.css	(from https://aquariusspiritus.com/)
22:14:59	4189/4189	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Mar%202021%2006:20:59%20GMT	https://aquariusspiritus.com/wp-content/plugins/woo-variation-swatches-pro/assets/css/frontend-pro.min.css?ver=1.1.13	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/woo-variation-swatches-pro/assets/css/frontend-pro.min576c.css	(from https://aquariusspiritus.com/)
22:15:01	11207/11207	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Mar%202021%2006:20:59%20GMT	https://aquariusspiritus.com/wp-content/plugins/woo-variation-swatches-pro/assets/css/wvs-pro-theme-override.min.css?ver=1.1.13	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/woo-variation-swatches-pro/assets/css/wvs-pro-theme-override.min576c.css	(from https://aquariusspiritus.com/)
22:15:02	12056/12056	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Sep%202020%2011:26:05%20GMT	https://aquariusspiritus.com/wp-content/plugins/unyson/framework/extensions/builder/static/css/frontend-grid.css?ver=1.2.11	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/unyson/framework/extensions/builder/static/css/frontend-grida09d.css	(from https://aquariusspiritus.com/)
22:15:34	162/162	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Sep%202020%2011:26:05%20GMT	https://aquariusspiritus.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/special-heading/static/css/styles.css?ver=5.7	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/special-heading/static/css/stylese23c.css	(from https://aquariusspiritus.com/)
22:15:37	70290/70290	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Mar%202021%2010:09:22%20GMT	https://aquariusspiritus.com/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main.css?ver=4.4.8	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main2827.css	(from https://aquariusspiritus.com/)
22:15:38	77086/77086	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2016:08:42%20GMT	https://c0.wp.com/p/jetpack/9.5/css/jetpack.css	C:/aquarius/Aquarius-Spiritus/c0.wp.com/p/jetpack/9.5/css/jetpack.css	(from https://aquariusspiritus.com/)
22:15:39	23692/23692	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Mar%202021%2002:34:18%20GMT	https://aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=821e0c40	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min9076.css	(from https://aquariusspiritus.com/)
22:15:40	89496/89496	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2007%20Oct%202020%2016:33:25%20GMT	https://c0.wp.com/c/5.7/wp-includes/js/jquery/jquery.min.js	C:/aquarius/Aquarius-Spiritus/c0.wp.com/c/5.7/wp-includes/js/jquery/jquery.min.js	(from https://aquariusspiritus.com/)
22:15:41	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://c0.wp.com/c/5.7/wp-includes/js/jquery/jquery-migrate.min.js	C:/aquarius/Aquarius-Spiritus/c0.wp.com/c/5.7/wp-includes/js/jquery/jquery-migrate.min.js	(from https://aquariusspiritus.com/)
22:15:42	203/203	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2018:50:29%20GMT	https://aquariusspiritus.com/wp-content/plugins/zero-bs-crm/js/ZeroBSCRM.public.global.min.js?ver=4.0.14	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/zero-bs-crm/js/ZeroBSCRM.public.global.mind751.js	(from https://aquariusspiritus.com/)
22:15:43	43/43	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Feb%202021%2002:34:16%20GMT	https://aquariusspiritus.com/wp-content/plugins/accordions/assets/frontend/js/scripts.js?ver=5.7	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/accordions/assets/frontend/js/scriptse23c.js	(from https://aquariusspiritus.com/)
22:15:44	16065/16065	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e98e496-3ec1%22	https://stats.wp.com/s-202111.js	C:/aquarius/Aquarius-Spiritus/stats.wp.com/s-202111.js	(from https://aquariusspiritus.com/)
22:15:48	30140/30140	---MC-	200	added ('OK')	application/json	date:Thu,%2018%20Mar%202021%2021:15:47%20GMT	https://aquariusspiritus.com/wp-json/wp/v2/pages/9	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-json/wp/v2/pages/9.json	(from https://aquariusspiritus.com/)
22:15:49	0/0	---M--	418	error ('reauthentication%20required')	text/html	date:Thu,%2018%20Mar%202021%2021:15:49%20GMT	https://aquariusspiritus.com/xmlrpc.php?rsd	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/xmlrpc.2e0db0.delayed	(from https://aquariusspiritus.com/)
22:15:50	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2014:19:12%20GMT	https://aquariusspiritus.com/wp-includes/wlwmanifest.xml	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-includes/wlwmanifest.xml	(from https://aquariusspiritus.com/)
22:15:51	2851/2851	---M--	200	added ('OK')	application/json	date:Thu,%2018%20Mar%202021%2021:15:51%20GMT	https://aquariusspiritus.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faquariusspiritus.com%2F	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-json/oembed/1.0/embed4e45.json	(from https://aquariusspiritus.com/)
22:15:53	2993/2993	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20Mar%202021%2021:15:52%20GMT	https://aquariusspiritus.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faquariusspiritus.com%2F&format=xml	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-json/oembed/1.0/embed2149	(from https://aquariusspiritus.com/)
22:15:55	3732/3732	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Feb%202021%2023:18:58%20GMT	https://aquariusspiritus.com/wp-content/uploads/2021/02/favicon-1-100x100.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/02/favicon-1-100x100.jpg	(from https://aquariusspiritus.com/)
22:15:57	16161/16161	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Feb%202021%2023:18:58%20GMT	https://aquariusspiritus.com/wp-content/uploads/2021/02/favicon-1-300x300.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/02/favicon-1-300x300.jpg	(from https://aquariusspiritus.com/)
22:15:57	41829/41829	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2002:34:18%20GMT	https://aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min.js?ver=821e0c40	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min9076.js	(from https://aquariusspiritus.com/)
22:16:00	23782/23782	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2002:34:18%20GMT	https://aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/smartslider-simple-type-frontend.min.js?ver=821e0c40	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/smartslider-simple-type-frontend.min9076.js	(from https://aquariusspiritus.com/)
22:16:00	129413/129413	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2002:34:18%20GMT	https://aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=821e0c40	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min9076.js	(from https://aquariusspiritus.com/)
22:16:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2021:16:04%20GMT	https://aquariusspiritus.com/contact-us	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/contact-us	(from https://aquariusspiritus.com/)
22:16:14	98688/98688	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:16:10%20GMT	https://aquariusspiritus.com/about-us/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/about-us/index.html	(from https://aquariusspiritus.com/)
22:16:17	137126/137126	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202020%2013:23:46%20GMT	http://aquariusspiritus.com/wp-content/uploads/2020/01/AQUARIUS-SPIRITUS-water-treatment-tablets.png	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2020/01/AQUARIUS-SPIRITUS-water-treatment-tablets.png	(from https://aquariusspiritus.com/)
22:16:19	137126/137126	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202020%2013:23:46%20GMT	http://aquariusspiritus.com/wp-content/uploads/2020/01/AQUARIUS-SPIRITUS-LOGO-white.png	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2020/01/AQUARIUS-SPIRITUS-LOGO-white.png	(from https://aquariusspiritus.com/)
22:16:27	96526/96526	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:16:16%20GMT	https://aquariusspiritus.com/shop/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/shop/index.html	(from https://aquariusspiritus.com/)
22:16:28	1003299/1003299	---MC-	200	added ('OK')	application/json	date:Thu,%2018%20Mar%202021%2021:15:47%20GMT	https://aquariusspiritus.com/wp-json/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-json/index.html	(from https://aquariusspiritus.com/)
22:16:45	148592/148592	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Mar%202021%2001:23:59%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/commercal.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/commercal.jpg	(from https://aquariusspiritus.com/)
22:17:35	101962/101962	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2008:57:07%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/ultra-fresh-1000.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/ultra-fresh-1000.jpg	(from https://aquariusspiritus.com/)
22:17:49	86207/86207	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:17:48%20GMT	https://aquariusspiritus.com/blog/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/blog/index.html	(from https://aquariusspiritus.com/)
22:17:56	103444/103444	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2008:57:48%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/ultra-fresh-9200.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/ultra-fresh-9200.jpg	(from https://aquariusspiritus.com/)
22:18:01	130111/130111	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:17:59%20GMT	https://aquariusspiritus.com/privacy-policy/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/privacy-policy/index.html	(from https://aquariusspiritus.com/)
22:18:07	89481/89481	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2012:23:36%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/REYNARD-BULK.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/REYNARD-BULK.jpg	(from https://aquariusspiritus.com/)
22:18:12	149127/149127	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:18:11%20GMT	https://aquariusspiritus.com/our-website-terms/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/our-website-terms/index.html	(from https://aquariusspiritus.com/)
22:18:49	114483/114483	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:18:27%20GMT	https://aquariusspiritus.com/online-sales-disclaimer/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/online-sales-disclaimer/index.html	(from https://aquariusspiritus.com/)
22:18:58	84290/84290	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Mar%202021%2009:41:18%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/Specula-Bulk.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/Specula-Bulk.jpg	(from https://aquariusspiritus.com/)
22:19:03	100670/100670	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2021:19:02%20GMT	https://aquariusspiritus.com/my-account/	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/my-account/index.html	(from https://aquariusspiritus.com/)
22:19:16	76736/76736	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2008:58:36%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/BSN-MEDICAL-1.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/BSN-MEDICAL-1.jpg	(from https://aquariusspiritus.com/)
22:20:20	75966/75966	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2013:31:22%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/YIMI-LIFE-2.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/YIMI-LIFE-2.jpg	(from https://aquariusspiritus.com/)
22:21:18	83140/83140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2011:04:43%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/reynard-health.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/reynard-health.jpg	(from https://aquariusspiritus.com/)
22:23:29	94493/94493	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2013:21:12%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/pacom-sale.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/pacom-sale.jpg	(from https://aquariusspiritus.com/)
22:24:03	133184/133184	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2011:32:23%20GMT	http://aquariusspiritus.com/wp-content/uploads/2021/03/welcome.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2021/03/welcome.jpg	(from https://aquariusspiritus.com/)
22:24:11	96266/96266	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202020%2013:23:54%20GMT	https://aquariusspiritus.com/wp-content/uploads/2020/01/aquarius-spiritus-children-drinking-water-1.jpg	C:/aquarius/Aquarius-Spiritus/aquariusspiritus.com/wp-content/uploads/2020/01/aquarius-spiritus-children-drinking-water-1.jpg	(from https://aquariusspiritus.com/)
